09:55:21.799 [main] INFO  StdSchedulerFactory - Using default implementation for ThreadExecutor
11:43:58.687 [main] INFO  GhostFileCleanupJob - [Attach(uuid=2ce8ab93-925d-4266-a2c8-c78094c8cde8.png, path=2025/06/30, image=true, origin=sample-boat-400x300.png, bno=153, rno=null, odr=1, size=705670), Attach(uuid=3024f3c7-ca65-4d5f-b8b6-cd1c309ee468.gif, path=2025/06/30, image=true, origin=circuitpython_sample-nyan-pyportal.gif, bno=154, rno=null, odr=0, size=13717), Attach(uuid=3a28a9d1-301e-491d-a123-590c3a015f5b.gif, path=2025/06/30, image=true, origin=circuitpython_sample-nyan-pyportal.gif, bno=153, rno=null, odr=2, size=13717), Attach(uuid=70e41766-e25e-4ec2-b61b-b2e92fd160c9.jpg, path=2025/06/30, image=true, origin=새똥이.jpg, bno=153, rno=null, odr=0, size=1224494), Attach(uuid=87362583-b323-4a34-a5fb-928c999f8b46.gif, path=2025/06/30, image=true, origin=circuitpython_sample-nyan-pyportal.gif, bno=177, rno=null, odr=0, size=13717), Attach(uuid=ad4fd0a6-9e96-4caf-9e3d-4baf4c7c03a9.png, path=2025/06/30, image=true, origin=sample-boat-400x300.png, bno=153, rno=null, odr=3, size=705670), Attach(uuid=b217ac4c-6b50-4255-ba08-744bc3956991.bmp, path=2025/06/30, image=true, origin=sample1.bmp, bno=154, rno=null, odr=1, size=823122), Attach(uuid=b6ccb019-81fb-4b4a-80c1-258eaf7d04f4.jpg, path=2025/06/30, image=true, origin=새똥이.jpg, bno=154, rno=null, odr=2, size=1224494), Attach(uuid=d53d3d4f-355c-4b7c-afb9-9742386581ff.jpg, path=2025/06/30, image=true, origin=새똥이.jpg, bno=177, rno=null, odr=2, size=1224494), Attach(uuid=e8a62163-15da-4b88-b6a7-2f82bc4b1bfb.bmp, path=2025/06/30, image=true, origin=sample1.bmp, bno=177, rno=null, odr=1, size=823122)]
11:46:49.773 [main] INFO  sqltiming - select * from tbl_attach ta where path = DATE_FORMAT(DATE_SUB(now(), INTERVAL 1 DAY), '%Y/%m/%d')
 {executed in 6 msec}
11:46:49.795 [main] INFO  GhostFileCleanupJob - [Attach(uuid=2ce8ab93-925d-4266-a2c8-c78094c8cde8.png, path=2025/06/30, image=true, origin=sample-boat-400x300.png, bno=153, rno=null, odr=1, size=705670), Attach(uuid=3024f3c7-ca65-4d5f-b8b6-cd1c309ee468.gif, path=2025/06/30, image=true, origin=circuitpython_sample-nyan-pyportal.gif, bno=154, rno=null, odr=0, size=13717), Attach(uuid=3a28a9d1-301e-491d-a123-590c3a015f5b.gif, path=2025/06/30, image=true, origin=circuitpython_sample-nyan-pyportal.gif, bno=153, rno=null, odr=2, size=13717), Attach(uuid=70e41766-e25e-4ec2-b61b-b2e92fd160c9.jpg, path=2025/06/30, image=true, origin=새똥이.jpg, bno=153, rno=null, odr=0, size=1224494), Attach(uuid=87362583-b323-4a34-a5fb-928c999f8b46.gif, path=2025/06/30, image=true, origin=circuitpython_sample-nyan-pyportal.gif, bno=177, rno=null, odr=0, size=13717), Attach(uuid=ad4fd0a6-9e96-4caf-9e3d-4baf4c7c03a9.png, path=2025/06/30, image=true, origin=sample-boat-400x300.png, bno=153, rno=null, odr=3, size=705670), Attach(uuid=b217ac4c-6b50-4255-ba08-744bc3956991.bmp, path=2025/06/30, image=true, origin=sample1.bmp, bno=154, rno=null, odr=1, size=823122), Attach(uuid=b6ccb019-81fb-4b4a-80c1-258eaf7d04f4.jpg, path=2025/06/30, image=true, origin=새똥이.jpg, bno=154, rno=null, odr=2, size=1224494), Attach(uuid=d53d3d4f-355c-4b7c-afb9-9742386581ff.jpg, path=2025/06/30, image=true, origin=새똥이.jpg, bno=177, rno=null, odr=2, size=1224494), Attach(uuid=e8a62163-15da-4b88-b6a7-2f82bc4b1bfb.bmp, path=2025/06/30, image=true, origin=sample1.bmp, bno=177, rno=null, odr=1, size=823122)]
11:59:43.404 [main] INFO  GhostFileCleanupJob - d:\upload\files\2025\06\30 true
11:59:44.007 [main] INFO  sqltiming - select * from tbl_attach ta where path = DATE_FORMAT(DATE_SUB(now(), INTERVAL 1 DAY), '%Y/%m/%d')
 {executed in 7 msec}
11:59:44.043 [main] INFO  GhostFileCleanupJob - [d:\upload\files\2025\06\30\0b15c40b-ffd4-4f11-af51-318cbbc4ced9.pdf, d:\upload\files\2025\06\30\1fe909b1-0524-47f6-bd8d-3c031033e17b.pdf, d:\upload\files\2025\06\30\2ce8ab93-925d-4266-a2c8-c78094c8cde8.png, d:\upload\files\2025\06\30\3024f3c7-ca65-4d5f-b8b6-cd1c309ee468.gif, d:\upload\files\2025\06\30\38175561-372c-4b3d-8a6e-aba98ff19484.gif, d:\upload\files\2025\06\30\3a28a9d1-301e-491d-a123-590c3a015f5b.gif, d:\upload\files\2025\06\30\70e41766-e25e-4ec2-b61b-b2e92fd160c9.jpg, d:\upload\files\2025\06\30\7c4739f4-06e4-4bc3-b2b2-97946f4017a7.jpg, d:\upload\files\2025\06\30\87362583-b323-4a34-a5fb-928c999f8b46.gif, d:\upload\files\2025\06\30\9a0ab29b-8340-4832-9399-354ced316c24.gif, d:\upload\files\2025\06\30\ad4fd0a6-9e96-4caf-9e3d-4baf4c7c03a9.png, d:\upload\files\2025\06\30\b217ac4c-6b50-4255-ba08-744bc3956991.bmp, d:\upload\files\2025\06\30\b6ccb019-81fb-4b4a-80c1-258eaf7d04f4.jpg, d:\upload\files\2025\06\30\c17a85ca-15e2-48f4-9d54-d911861c82c1.txt, d:\upload\files\2025\06\30\d53d3d4f-355c-4b7c-afb9-9742386581ff.jpg, d:\upload\files\2025\06\30\d5ec6a90-c2f2-4398-b6df-ba0ee95fcbeb.bmp, d:\upload\files\2025\06\30\e8a62163-15da-4b88-b6a7-2f82bc4b1bfb.bmp, d:\upload\files\2025\06\30\t_38175561-372c-4b3d-8a6e-aba98ff19484.gif, d:\upload\files\2025\06\30\t_7c4739f4-06e4-4bc3-b2b2-97946f4017a7.jpg, d:\upload\files\2025\06\30\t_9a0ab29b-8340-4832-9399-354ced316c24.gif, d:\upload\files\2025\06\30\t_d5ec6a90-c2f2-4398-b6df-ba0ee95fcbeb.bmp]
12:06:05.146 [main] INFO  GhostFileCleanupJob - d:\upload\files\2025\06\30 true
12:06:05.749 [main] INFO  sqltiming - select * from tbl_attach ta where path = DATE_FORMAT(DATE_SUB(now(), INTERVAL 1 DAY), '%Y/%m/%d')
